Source	Locus 1	Loucs 2	Locus 3	Full Gloss	Translation	IMMEDIATE CONTEXT	IMMEDIATE CONTEXT TRANSLATION	MORPH	MORPH TRANS	MORPH ANALYSIS	MORPH CONTEXT	LEMMA OF MAIN VERB	CLAUSAL SUBJECT	SUBJECT ANALYSIS	GOV CONTEXT	GOV CONTEXT TYPE	GOV CONTEXT LEMMA	GOV CONTEXT SBJ	GOV CONTEXT SBJ ANALYSIS	SBJ~MORPH COREFERENCE	SBJ~OTHER	MORPH REFLEXIVE	Note
Ml.	072d09	N/A	S0006-4602	.i. ciasu du duaid adfiadar is intitul imme airc son dano ezechiæ air nanni immeairc duduaid immeairc són ezechiæ	i.e. though it is to David that it <=the psalm> is ascribed in the title, it is suitable also to Hezekiah, for whatever is suitable to David is suitable to Hezekiah.	immeairc duduaid	is suitable to David	immeairc	is suitable	3sg.neut.Infixed_Pronoun	UNC	imma-airicc	-	3sg.neut.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ≠UNC	N/A	NO	MORPH CONTAINS A NON-OBJECTIVE INFIXED PRONOUN. INFIXED PRONOUN IS ELIDED.
Ml.	072d09	N/A	S0006-4602	.i. ciasu du duaid adfiadar is intitul imme airc son dano ezechiæ air nanni immeairc duduaid immeairc són ezechiæ	i.e. though it is to David that it <=the psalm> is ascribed in the title, it is suitable also to Hezekiah, for whatever is suitable to David <that> is suitable to Hezekiah.	immeairc són ezechiæ	<that> is suitable to Hezekiah	immeairc	is suitable	3sg.neut.Infixed_Pronoun	UNC	imma-airicc	són	sg.Noun	N/A	N/A	N/A	N/A	N/A	SBJ≠UNC	N/A	NO	MORPH CONTAINS A NON-OBJECTIVE INFIXED PRONOUN.
Ml.	073a11	N/A	S0006-4623	immeairic	It is appropriate.	immeairic	It is appropriate	imme airic	it is appropriate	3sg.neut.Infixed_Pronoun	UNC	imma-airicc	-	3sg.neut.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ≠UNC	N/A	NO	MORPH CONTAINS A NON-OBJECTIVE INFIXED PRONOUN.
Ml.	074b01	N/A	S0006-4693	immeairic dusuidiu 7 ducéssad crist insalmso 7 rl.	This psalm is suitable to it and to the Passion of Christ, etc.	immeairic dusuidiu 7 ducéssad crist insalmso	This psalm is suitable to it and to the Passion of Christ, etc.	immeairic	is suitable	3sg.neut.Infixed_Pronoun	UNC	imma-airicc	insalmso	sg.Noun	N/A	N/A	N/A	N/A	N/A	SBJ≠UNC	N/A	NO	MORPH CONTAINS A NON-OBJECTIVE INFIXED PRONOUN.
Ml.	074d13	N/A	S0006-4748	air nanní immairc du duaid immeairc du crist	For whatever is suitable to David is suitable to Christ.	immeairc du crist	is suitable to Christ	immeairc	is suitable	3sg.neut.Infixed_Pronoun	UNC	imma-airicc	-	3sg.neut.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ≠UNC	N/A	NO	MORPH CONTAINS A NON-OBJECTIVE INFIXED PRONOUN.
Ml.	074d13	N/A	S0006-4748	air is du duaid immeairic insalm<s>o	For it is to David that this psalm is suitable.	immeairic insalm<s>o	that this psalm is suitable	immeairic	is suitable	3sg.neut.Infixed_Pronoun	UNC	imma-airicc	insalm<s>o	sg.Noun	N/A	N/A	N/A	N/A	N/A	SBJ≠UNC	N/A	NO	MORPH CONTAINS A NON-OBJECTIVE INFIXED PRONOUN.
Ml.	074d13	N/A	S0006-4748	air nanní immairc du duaid immeairc du crist	For whatever is suitable to David is suitable to Christ.	immairc du duaid 	is suitable to David	immairc	is suitable	3sg.neut.Infixed_Pronoun	UNC	imma-airicc	-	3sg.RELATIVE	N/A	N/A	N/A	N/A	N/A	SBJ≠UNC	N/A	NO	MORPH CONTAINS A NON-OBJECTIVE INFIXED PRONOUN. INFIXED PRONOUN IS ELIDED.
Ml.	103b07	N/A	S0006-6340	immeairc duneuch	It is appropriate to anything.	immeairc duneuch	It is appropriate to anything	immeairc	it is appropriate	3sg.neut.Infixed_Pronoun	UNC	imma-airicc	-	3sg.neut.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ≠UNC	N/A	NO	MORPH CONTAINS A NON-OBJECTIVE INFIXED PRONOUN.
Ml.	107b01	N/A	S0006-6559	immeairic du emán insalmso	This psalm is appropriate to Eman.	immeairic du emán insalmso	This psalm is appropriate to Eman	immeairic	is suitable	3sg.neut.Infixed_Pronoun	UNC	imma-airicc	insalmso	sg.Noun	N/A	N/A	N/A	N/A	N/A	SBJ≠UNC	N/A	NO	MORPH CONTAINS A NON-OBJECTIVE INFIXED PRONOUN.
Ml.	110d08	N/A	S0006-6739	immeairic dupersin moysi ón	That is, it is appropriate to the person of Moses.	immeairic dupersin moysi	it is appropriate to the person of Moses.	immeairic	it is appropriate	3sg.neut.Infixed_Pronoun	UNC	imma-airicc	-	3sg.neut.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ≠UNC	N/A	NO	MORPH CONTAINS A NON-OBJECTIVE INFIXED PRONOUN.
Ml.	133c04	N/A	S0006-8048	.i. commaairic	i.e. so that it is appropriate	commaairic	so that it is appropriate	mmaairic	it is appropriate	3sg.neut.Infixed_Pronoun	UNC	imma-airicc	-	3sg.neut.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ≠UNC	N/A	NO	MORPH CONTAINS A NON-OBJECTIVE INFIXED PRONOUN.
Ml.	135a07	N/A	S0006-8106	.i. imminndairc	i.e. that it suits	imminndairc	that it suits	imminndairc	that it suits	3sg.neut.Infixed_Pronoun	UNC	imma-airicc	-	3sg.neut.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ≠UNC	N/A	NO	MORPH CONTAINS A NON-OBJECTIVE INFIXED PRONOUN.
Wb.	003b22	N/A	N/A	.i. gratia dei .i. ni triib fadéisne sed per deum et per gratiam suam	i.e. the grace of God i.e. not through yourselves, sed through God and through his grace.	ni triib fadéisne	<it is> not through yourselves	triib fadéisne	through yourselves	2pl.Null_Pronoun_INTS	PP-COMP	is	-	3sg.neut.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ≠PP-COMP	N/A	NO	N/A
Wb.	004b23	N/A	N/A	.i. isdílmain lacách arnorcunni Pelagius : non licet nós <sup>c</sup> defendere 	i.e. every one thinks himself free to slay us. Pelagius: Defending us is not allowed.	isdílmain lacách arnorcunni 	every one thinks himself free to slay us	lacách	everyone thinks himself	sg.Noun	PP-COMP	is	arnorcunni	sg.Noun	N/A	N/A	N/A	N/A	N/A	SBJ≠PP-COMP	N/A	NO	NO REFLEXIVE IN IRISH
Wb.	006a05	N/A	N/A	.i. ros mbia lóg asithichtho is dianimortun fésine nimathi nech doib	i.e. they shall have <the> reward of their resistance[?]: it is to their own disgrace[?] that He does not forgive any of them.	is dianimortun fésine	it is to their own disgrace(?)	dianimortun fésine	to their own disgrace<?>	3pl.Possessive_INTS	PP-COMP	is	-	3sg.neut.Null_Pronoun	is dianimortun fésine nimathi nech doib	CLEFT	maithid	-	3sg.Null_Pronoun	SBJ-CLEFT≠PP-COMP	SBJ-CLEFT≠POSS	NO	N/A
Wb.	007b01	N/A	N/A	.i. inchruth ascoir et asinricc sanctis .i. indinricc donaib nóibaib airitiu neich cuccuib is in domino fein æm	i.e. in the way that is proper and worthy sanctis , that is, worthily of the saints, to receive any one unto you, it is in Domino Himself indeed.	is in domino fein æm	it is in Domino Himself indeed	in domino fein	in Domino Himself	sg.Noun_INTS	PP-COMP	is	-	3sg.neut.Null_Pronoun	ascoir et asinricc sanctis	CLEFT	is	-	3sg.neut.Null_Pronoun	SBJ-CLEFT≠PP-COMP	N/A	NO	N/A
Wb.	007d15	N/A	N/A	.i. isform féin doreg hitossuch	i.e. it is on myself I will touch at first.	isform féin	it is on myself	form féin	on myself	1sg.Null_Pronoun_INTS	PP-COMP	is	-	(3sg.neut.Null_Pronoun)	isform féin doreg hitossuch	CLEFT	do-tét	-	1sg.Null_Pronoun	SBJ-CLEFT=PP-COMP	N/A	NO	MORPH IS COREFERENTIAL WITH HIGHER SUBJECT.
Wb.	008d27	N/A	N/A	.i. cani tú féin .i. ad inflatos dicit 	i.e. is it not thou thyself?	cani tú féin	is it not thou thyself?	tú féin	thou thyself	2sg.Overt_Pronoun_INTS	PRON-PRED	is	-	3sg.neut.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ≠PRON-PRED	N/A	NO	N/A
Wb.	009b05	N/A	N/A	.i. ní im augtortás féin ramídar	i.e. not in my own authority have I judged him.	ní im augtortás féin	<it is> not in my own authority	im augtortás féin	in my own authority	1sg.Possessive_INTS	PP-COMP	is	-	3sg.neut.Null_Pronoun	ní im augtortás féin ramídar	CLEFT	midithir	-	1sg.Null_Pronoun	SBJ-CLEFT≠PP-COMP	SBJ-CLEFT=POSS	NO	N/A
Wb.	009d11	N/A	N/A	.i. nitad lib fésin	i.e. ye are not your own.	nitad lib fésin	ye are not your own	lib fésin	your own	2pl.Null_Pronoun_INTS	PP-COMP	is	-	2pl.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ=PP-COMP	N/A	YES	N/A
Wb.	012c25	N/A	N/A	.i. issathorbe feisin són nammá	i.e. it is his own profit only.	issathorbe feisin són nammá	it is his own profit only	athorbe	his own profit	3sg.masc.Possessive_INTS	NP-PRED	is	són	sg.Noun	N/A	N/A	N/A	N/A	N/A	SBJ≠NP-PRED	SBJ=POSS	NO	N/A
Wb.	013c24	N/A	N/A	.i. isachorp fessin arafoím cachsíl .i. madgrainne cruithnechte foceirr isdiass cruithnechte rl.	i.e. it is its own body which every seed receives, that is, if thou cast a grain of wheat, it is an ear of wheat etc.	isachorp fessin	it is its own body	achorp fessin	its own body	3sg.neut.Possessive_INTS	NP-CLEFT	is	-	3sg.neut.Null_Pronoun	isachorp fessin arafoím cachsíl	CLEFT	ar-foím	cachsíl	sg.NP	SBJ-CLEFT=NP-CLEFT	SBJ-CLEFT=POSS	NO	MORPH IS COREFERENTIAL WITH HIGHER SUBJECT.
Wb.	013d13	N/A	N/A	.i. cosmil fricrist fessin aathir nemde	i.e. like unto Christ himself <is> His heavenly Father.	cosmil fricrist fessin aathir nemde	like unto Christ himself <is> His heavenly Father	fricrist fessin	unto Christ Himself	sg.Noun_INTS	PP-COMP	is	aathir nemde	sg.Noun	N/A	N/A	N/A	N/A	N/A	SBJ≠PP-COMP	N/A	NO	MORPH IS COREFERENTIAL WITH POSSESSIVE IN SUBJECT.
Ml.	014b13	N/A	S0006-98	.i. airnibu fuareír fesin boisom isintaim(sir)sin	i.e. for it is not under his own control that he was at that time.	airnibu fuareír fesin	for it is not under his own control	fuaréir fesin	under his own control	3sg.masc.Possessive_INTS	PP-COMP	is	-	3sg.neut.Null_Pronoun	airnibu fuareír fesin boisom isintaim(sir)sin	CLEFT	attá	som	3sg.Overt_Pronoun	SBJ-CLEFT≠PP-COMP	SBJ-CLEFT=POSS	NO	N/A
Wb.	014c09	N/A	N/A	<in> semplicitate .i. ní ar <ló>g na aithi dun <fési>ne acht is <art>hairciud sochuide in gloriam <cum> deo in pasionibus gloriamur <non> lucri causa <praedi>camus	i.e. not for reward or recompense to ourselves, but it is for bringing a multitude in etc.	ní ar <ló>g na aithi dun <fési>ne	<it is> not for reward or recompense to ourselves	dun <fési>ne	to ourselves	1pl.Null_Pronoun_INTS	PP-COMP	is	-	3sg.neut.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ≠PP-COMP	N/A	NO	N/A
Wb.	014c30	N/A	N/A	.i. isme féin asbiur itossuch	i.e. it is myself I mention first.	isme féin	it is myself	me féin	myself	1sg.Overt_Pronoun_INTS	PRON-CLEFT	is	-	3sg.neut.Null_Pronoun	isme féin asbiur itossuch	CLEFT	as-beir	-	1sg.Null_Pronoun	SBJ-CLEFT=PRON-CLEFT	N/A	NO	MORPH IS COREFERENTIAL WITH HIGHER SUBJECT.
Wb.	015a13	N/A	N/A	.i. niuaínn fesine ataam fortectiri	i.e. it is not from ourselves that we are messengers to you.	niuaínn fesine	it is not from ourselves	uaínn fesine	from ourselves	1pl.Null_Pronoun_INTS	PP-COMP	is	-	3sg.neut.Null_Pronoun	niuaínn fesine ataam fortectiri	CLEFT	attá	-	1pl.Null_Pronoun	SBJ-CLEFT=PP-COMP	N/A	NO	MORPH IS COREFERENTIAL WITH HIGHER SUBJECT.
Wb.	017b10	N/A	N/A	frinn fanisin cotondelcfam .i. amal doncoisin nínmóidfem inneuch nád denam ut uós facitis ó seodoapostoli	i.e. with ourselves we will compare ourselves, that is, as we are. We will not boast in aught that we do not, ut etc.	frinn fanisin	<it is> with ourselves	frinn fanisin	with ourselves	1pl.Null_Pronoun_INTS	PP-COMP	is	-	(3sg.neut.Null_Pronoun)	frinn fanisin cotondelcfam	CLEFT	con-delga	-	1pl.Null_Pronoun	SBJ-CLEFT=PP-COMP	N/A	NO	MORPH IS COREFERENTIAL WITH HIGHER SUBJECT.
Ml.	020b03	N/A	S0006-492	.i. ní hodegnimson fadesin	i.e. that is not from his own good work.	ní hodegnimson fadesin	that is not from his own good work	hodegnim … fadesin	from his own good work	3sg.masc.Possessive_INTS	PP-COMP	is	son	sg.Noun	N/A	N/A	N/A	N/A	N/A	SBJ≠PP-COMP	SBJ≠POSS	NO	N/A
Wb.	020c06	N/A	N/A	.i. mad cumme imned ácheli et aimned fessin	i.e. if his fellow’s tribulation and his own tribulation be the same.	mad cumme imned ácheli et aimned fessin	if his fellow’s tribulation and his own tribulation be the same	aimned fessin	his own tribulation	3sg.masc.Possessive_INTS	NP-SBJ	is	imned ácheli et aimned fessin	sg.Noun+sg.Noun	N/A	N/A	N/A	N/A	N/A	≠	N/A	NO	N/A
Wb.	023b34	N/A	N/A	.i. ished cétmus asaccobor limm feín	i.e. it is this, in the first place, that I myself desire.	asaccobor limm feín	that I myself desire	limm feín	I myself	1sg.Null_Pronoun_INTS	PP-COMP	is	-	1sg.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ≠PP-COMP	N/A	NO	N/A
Wb.	023c17	N/A	N/A	.i. ni do fessin doratside indocbáil sed patri 	i.e. not to Himself has He given glory, sed Patri .	ni do fessin	<it is> not to Himself	do fessin	to Himself	3sg.masc.Null_Pronoun_INTS	PP-COMP	is	-	3sg.neut.Null_Pronoun	ni do fessin doratside indocbáil	CLEFT	do-beir	side	3sg.Overt_Pronoun	SBJ-CLEFT=PP-COMP	N/A	NO	MORPH IS COREFERENTIAL WITH HIGHER SUBJECT.
Wb.	023d05	N/A	N/A	.i. isaindocbál fessin condieig cách act tiamthe	i.e. every one save Timothy seeks his own glory.	isaindocbál fessin	<it is> his own glory	aindocbál fessin	his own glory	3sg.masc.Possessive_INTS	NP-CLEFT	is	-	3sg.neut.Null_Pronoun	isaindocbál fessin condieig cách	CLEFT	con-dieig	cách	sg.NP	SBJ-CLEFT=NP-CLEFT	SBJ=POSS	NO	MORPH IS COREFERENTIAL WITH HIGHER SUBJECT.
Wb.	027b08	N/A	N/A	.i. ithé inso boill indsenduini et ishé insenduine fessin .i. uilidetu nandúalche isball didiu cachhæ som et iscorp atin<ól>	i.e. these are the members of the old man, and this is the old man himself, even the sum of the vices. Each of them, then, is a member, and the collection of them is <the> body.	et ishé insenduine fessin	and this is the old man himself	insenduine fessin	the old man himself	sg.Noun_INTS	NP-SBJ	is	insenduine fessin	sg.Noun_INTS	N/A	N/A	N/A	N/A	N/A	≠	N/A	NO	N/A
Wb.	027d06	N/A	N/A	.i. isuáib fesin achenél	i.e. of yourselves is his race.	isuáib fesin achenél	of yourselves is his race	uáib fesin	of yourselves	2pl.Null_Pronoun_INTS	PP-COMP	is	achenél	sg.Noun	N/A	N/A	N/A	N/A	N/A	SBJ≠PP-COMP	N/A	NO	N/A
Wb.	028d15	N/A	N/A	bid ícc deit féin	i.e. it will be salvation to thyself.	bid ícc deit féin	it will be salvation to thyself	deit féin	to thyself	2sg.Null_Pronoun_INTS	PP-COMP	is	-	3sg.neut.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ≠PP-COMP	N/A	NO	N/A
Wb.	031d17	N/A	N/A	.i. amal astoisc fribiathad naforcitlaide ɫ. amal astoisc frifoirbthetid caingníme naforcitlaide fadesine	i.e. as it is need to support the teachers, or, as it is need for the perfecting of the good deeds of the teachers themselves.	amal astoisc frifoirbthetid caingníme naforcitlaide fadesine	as it is need for perfecting the good deeds of the teachers themselves	frifoirbthetid caingníme naforcitlaide fadesine	for perfecting the good deeds of the teachers themselves	pl.Noun_INTS	PP-COMP	is	-	3sg.neut.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ≠PP-COMP	N/A	NO	N/A
Wb.	032a17	N/A	N/A	amal bidme féin notheised cucut	as if it were I myself that had gone to thee.	amal bidme féin	as if it were I myself	me féin	I myself	1sg.Overt_Pronoun_INTS	PRON-CLEFT	is	-	3sg.neut.Null_Pronoun	amal bidme féin notheised cucut	CLEFT	téit	-	3sg.RELATIVE	SBJ-CLEFT=PRON-CLEFT	N/A	NO	MORPH IS COREFERENTIAL WITH HIGHER SUBJECT.
Wb.	033c03	N/A	N/A	sacerdotis nihe fessin dobeir grad fair	it is not he himself that confers orders upon him.	nihe fessin	it is not he himself	he fessin	he himself	3sg.masc.Overt_Pronoun_INTS	PRON-CLEFT	is	-	3sg.neut.Null_Pronoun	nihe fessin dobeir grad fair	CLEFT	do-beir	-	3sg.RELATIVE	SBJ-CLEFT=PRON-CLEFT	N/A	NO	MORPH IS COREFERENTIAL WITH HIGHER SUBJECT.
Wb.	033c05	N/A	N/A	ni adoenacht fesine rud(a)nordan acht deacht	not His own Manhood has dignified Him, but <the> Godhead.	ni adoenacht fesine	<it is> not His own Manhood	adoenacht fesine	His own manhood	3sg.masc.Possessive_INTS	NP-CLEFT	is	-	3sg.neut.Null_Pronoun	ni adoenacht fesine rud(a)nordan	CLEFT	oirdnid	-	3sg.RELATIVE	SBJ-CLEFT=NP-CLEFT	SBJ-CLEFT=POSS	NO	MORPH IS COREFERENTIAL WITH HIGHER SUBJECT.
Ml.	034d07	N/A	S0006-1616	7 is inpopul fadesin amal <sodin> duadchuridar ánd	and it is the people itself in that case who return there.	7 is inpopul fadesin amal <sodin>	and it is the people itself in that case	inpopul fadesin	the people itself	sg.Noun_INTS	NP-CLEFT	is	-	3sg.neut.Null_Pronoun	7 is inpopul fadesin amal <sodin> duadchuridar ánd	CLEFT	do-aithcuirethar	-	3sg.RELATIVE	SBJ-CLEFT=NP-CLEFT	N/A	NO	MORPH IS COREFERENTIAL WITH HIGHER SUBJECT.
Ml.	035c23	N/A	S0006-1698	intoimseo .i. inna ermiten feid .i. armbad mou de armitiu feid int aith(th)isc huare is dia dodbeir 7 ni duaid huaid fessin· 7 arnabad dimicthiu leusom de anaithesc maduine doberad.,	of the weight, i.e. of the respect, i.e. so that the respect for the answer might be the greater, because it is God that gives it and it is not David of himself, and so that the answer might not be more contemptible for them as a result if it were a man who gave <it>.	7 ni duaid huaid fessin	and it is not David of himself	huaid fessin	of himself	3sg.masc.Null_Pronoun_INTS	PP-COMP	is	-	3sg.neut.Null_Pronoun	huare is dia dodbeir	CLEFT+ELIDED	do-beir	-	3sg.RELATIVE	SBJ-CLEFT=PP-COMP	N/A	NO	MORPH IS COREFERENTIAL WITH HIGHER SUBJECT.
Sg.	040a17	040a21 x	S0007-1021	ní·derscaigi/ dind huiliu/ cheneul is di/ hilib immurgu ache/niuil feissin/ di·roscai calléic	it does not surpass the whole race: it is, however, many of its own kind that it surpasses for all that	is di/ hilib immurgu ache/niuil feissin	it is, however, <from> many of its own kind	di/ hilib … ache/niuil	<from> many of its own kind	3sg.neut.Possessive_INTS	PP-COMP	is	-	3sg.neut.Null_Pronoun	is di/ hilib immurgu ache/niuil feissin/ di·roscai calléic	CLEFT	do-róscai	-	3sg.Null_Pronoun	SBJ-CLEFT≠PP-COMP	SBJ-CLEFT=POSS	NO	N/A
Ml.	046d10	N/A	S0006-2723	.i. co nis nerbtais .i. is in miscuis cloín asmbeir dorigensat assir huare nach dudia duairilbset forb<r>isiud innaniudae acht is dianeurt fessin	i.e. so that they did not use to entrust themselves, i.e. it is the iniquitous hatred which he says that the Assyrians practiced, because it is not to God that they ascribed the routing of the Jews, but it is to their own strength.	acht is dianeurt fessin	but it is to their own strength	dianeurt fessin	to their own strength	3pl.Possessive_INTS	PP-COMP	is	-	3sg.neut.Null_Pronoun	huare nach dudia duairilbset forb<r>isiud innaniudae	CLEFT+ELIDED	do-aisilbi	-	3pl.Null_Pronoun	SBJ-CLEFT≠PP-COMP	SBJ-CLEFT=POSS	NO	N/A
Ml.	051b12	N/A	S0006-3073	.i. ní indfessin eirbthi 7 nachdoduaisilbi nanní dogní acht is dodia	i.e. it is not in himself that he trusts, and it is not to him<self> that he ascribes whatever he does, but it is to God.	7 nachdo	and it is not to him<self>	nachdo	to him<self>	3sg.masc.Null_Pronoun	PP-COMP	is	-	3sg.neut.Null_Pronoun	7 nachdoduaisilbi nanní dogní	CLEFT	do-aisilbi	-	3sg.Null_Pronoun	SBJ-CLEFT=PP-COMP	N/A	NO	MORPH IS COREFERENTIAL WITH HIGHER SUBJECT.
Ml.	051b12	N/A	S0006-3073	.i. ní indfessin eirbthi 7 nachdoduaisilbi nanní dogní acht is dodia	i.e. it is not in himself that he trusts, and it is not to him<self> that he ascribes whatever he does, but it is to God.	ní indfessin	it is not in himself	indfessin	in himself	3sg.masc.Null_Pronoun_INTS	PP-COMP	is	-	3sg.neut.Null_Pronoun	ní indfessin eirbthi	CLEFT	erbaid	-	3sg.Null_Pronoun	SBJ-CLEFT=PP-COMP	N/A	NO	MORPH IS COREFERENTIAL WITH HIGHER SUBJECT.
Ml.	053b11	N/A	S0006-3182	.i. ní intiu fadesin dorecachtar 7 ni doib fesin do airi<l>bset nach ṅ dégním dorigensat acht is do daairilbset 7 indorecatar··	i.e. it was not in themselves they hoped, and it was not to themselves they ascribed every good deed which they had done, but it was to Him they ascribed it and in Him they hoped.	7 ni doib fesin	and it was not to themselves	doib fesin	to themselves	3pl.Null_Pronoun_INTS	PP-COMP	is	-	3sg.neut.Null_Pronoun	7 ni doib fesin do airi<l>bset nach ṅ dégním dorigensat	CLEFT	do-aisilbi	-	3pl.Null_Pronoun	SBJ-CLEFT=PP-COMP	N/A	NO	MORPH IS COREFERENTIAL WITH HIGHER SUBJECT.
Ml.	053b11	N/A	S0006-3182	.i. ní intiu fadesin dorecachtar 7 ni doib fesin do airi<l>bset nach ṅ dégním dorigensat acht is do daairilbset 7 indorecatar··	i.e. it was not in themselves they hoped, and it was not to themselves they ascribed every good deed which they had done, but it was to Him they ascribed it and in Him they hoped.	ní intiu fadesin	it was not in themselves	intiu fadesin	in themselves	3pl.Null_Pronoun_INTS	PP-COMP	is	-	3sg.neut.Null_Pronoun	ní intiu fadesin dorecachtar	CLEFT	do-éccai	-	3pl.Null_Pronoun	SBJ-CLEFT=PP-COMP	N/A	NO	MORPH IS COREFERENTIAL WITH HIGHER SUBJECT.
Ml.	053d17	N/A	S0006-3234	.i. is india dorecatar ní intiu fesin	i.e. it is in God they hoped, it is not in themselves.	ní intiu fesin	it is not in themselves	intiu fesin	in themselves	3pl.Null_Pronoun_INTS	PP-COMP	is	-	3sg.neut.Null_Pronoun	is india dorecatar	CLEFT+ELIDED	do-éccai	-	3pl.Null_Pronoun	SBJ-CLEFT=PP-COMP	N/A	NO	MORPH IS COREFERENTIAL WITH HIGHER SUBJECT.
Ml.	057c05	N/A	S0006-3578	.i. airni fil cumachtae lapecthachu air is <air>chride samlaibsom fesin ɫ. ní cumcat ingraim innafirían ciatchobrat maniscomairlecea dia fuammam.,	i.e. for sinners have no power, for it <=power> is perishable like themselves; or, they are unable to persecute the righteous, though they desire it, unless God should let them <fall> under their yoke.	air is <air>chride samlaibsom fesin	or it <=power> is perishable like themselves	samlaibsom fesin	like themselves	3pl.Overt_Pronoun_INTS	PP-COMP	is	-	3sg.neut.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ≠PP-COMP	N/A	NO	N/A
Sg.	061b13	061b15 dd	S0007-1586	.i. don chrunn fésin is nomen buxum/ hisin ni don torud 7 is ainsid/ neutair	i.e. buxum is here the name of the tree itself, not of the fruit, and it is an accusative neuter	don chrunn fésin	<it is> of the tree itself	don chrunn fésin	of the tree itself	sg.Noun_INTS	PP-COMP	is	-	(3sg.neut.Null_Pronoun)	don chrunn fésin is nomen buxum/ hisin	CLEFT	is	buxum	sg.NP	SBJ-CLEFT≠PP-COMP	N/A	NO	N/A
Ml.	063b12	N/A	S0006-4000	.i. epert as nert dǽ du daruid som ducech imniud 7 ruhort anaimtea leu 7 nachanert fesin·	i.e. to say that it was the strength of God that led them from every trouble, and which, together with them, destroyed their enemies, and not their own strength.	7 nachanert fesin	and <it is> not their own strength	anert fesin	their own strength	3pl.Possessive_INTS	NP-CLEFT	is	-	3sg.neut.Null_Pronoun	epert as nert dǽ du daruid som ducech imniud	CLEFT+ELIDED	do-fet	-	3sg.RELATIVE	SBJ-CLEFT=NP-CLEFT	SBJ-CLEFT=POSS	NO	MORPH IS COREFERENTIAL WITH HIGHER SUBJECT.
Sg.	065a06	065a26 i	S0007-1673	as máthir aṡotho feissin (ṅ)cach nóenchrann	that every single tree is mother of its own fruit	as máthir aṡotho feissin (ṅ)cach nóenchrann	that every single tree is mother of its own fruit	máthir aṡotho feissin	mother of its own fruit	3sg.neut.Possessive_INTS	NP-PRED	is	cach nóenchrann	sg.Noun	N/A	N/A	N/A	N/A	N/A	SBJ≠NP-PRED	SBJ=POSS	NO	N/A
Ml.	067b03	N/A	S0006-4246	.i. duchenelaib echtrannaib asrubart essaias achenel fessin immurgu forchain duaid	i.e. <it is> of foreign nations that Isaiah had spoken, <it is> his own nation, however, that David instructs.	achenel fessin immurgu	<it is> his own nation, however,	achenel fessin	his own nation	3sg.masc.Possessive_INTS	NP-CLEFT	is	-	3sg.neut.Null_Pronoun	achenel fessin immurgu forchain duaid	CLEFT	for-cain	duaid	sg.NP	SBJ-CLEFT=NP-CLEFT	SBJ-CLEFT=POSS	NO	MORPH IS COREFERENTIAL WITH HIGHER SUBJECT.
Ml.	068b03	N/A	S0006-4330	.i. amal nibad atrab ṅ duib fadisin acht bid arecein nusgabtis <leg. nusgabthae>	i.e. as though it had not been a dwelling to you yourselves, but they had taken it by force.	amal nibad atrab ṅ duib fadisin	as though it had not been a dwelling to you yourselves	duib fadisin	to you yourselves	2pl.Null_Pronoun_INTS	PP-COMP	is	-	3sg.neut.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ≠PP-COMP	N/A	NO	N/A
Sg.	071b03	071b06 h	S0007-1912	.i. ar isleo feissin insuidigud hitaat ar ní·rochinn/set ónach uathuth/ etir ut nomina pluralia tech/taite huathath..,	i.e. for the position in which they are is their own; for they have not descended from any singular at all, as do plural nouns that have a singular number	ar isleo feissin insuidigud hitaat	for the position in which they are is their own	leo feissin	their own	3pl.Null_Pronoun_INTS	PP-COMP	is	insuidigud hitaat	sg.Noun	N/A	N/A	N/A	N/A	N/A	SBJ≠PP-COMP	N/A	NO	N/A
